X,Y,Depression_prevelence,PopulationDensity,PopulationFemale,Population65,NoHealthInsurance,Neighbor_Disadvantage,Beer,MentalHealthPati,Generalhosptials,NatureParks,Casinos,DrinkingPlaces,X.HouseRent
-79.933962,32.661993,19.29999924,635.488,47.42,28.81,4.66,-1.014088789,3.697473,2.532455,22.756171,34.832724,0.423693,19.663193,16.01
-79.916069,32.730049,18.29999924,1463.908,54.55,15.19,4.34,-0.96050777,1.940985,1.44151,29.116991,44.467106,0.112254,10.013889,12.23
-79.939348,32.737067,17.89999962,2893.966,54.9,15.88,5.7,-0.623917382,1.024852,1.754999,22.168803,26.611731,0.153733,7.676251,14.3
-79.928166,32.750929,18,1843.581,50.73,19.02,0.99,-0.87791419,1.34331,1.232203,41.206962,34.303665,0.119655,13.057513,5.25
-80.090486,32.742215,18,418.8492,54.92,16.51,13.11,-0.547966707,1.569994,0.939022,23.352583,25.157211,0.320533,9.031597,24.91
-80.069818,32.666642,17.5,83.24926,53.16,24.78,10.55,-0.361457881,1.600125,0.38149,21.834195,24.895294,0.064327,6.03355,14.7
-80.060716,32.615883,15.5,152.6333,51.07,58.41,0.84,-0.857123814,1.869926,0.586038,11.674417,19.774618,0.33201,8.768006,2.92
-80.169336,32.584127,15.30000019,225.4091,51.9,61.41,2.55,-0.991953435,2.600232,0.680138,14.481887,19.561184,0.152495,6.618714,4.78
-80.184767,32.65691,17.39999962,69.45557,48.63,23.26,11.2,0.24989929,0.829568,0.253608,14.831006,11.154765,0.071256,3.22296,14.24
-80.319613,32.577763,17.70000076,24.46871,52.4,32.46,7.49,-0.38683404,3.171722,0.138368,9.767662,24.749152,0.238101,2.274564,22.27
-80.348951,32.746325,18.5,40.18909,52.9,18.5,12.56,0.423752502,1.380409,0.48421,12.838714,8.907957,0.056108,2.512733,18.71
-80.22302,32.732475,18.39999962,161.0604,49.79,25.95,13.1,-0.023506253,2.361885,0.803077,20.496739,21.450194,0.306535,3.995484,19.59
-80.001062,32.823561,17.29999924,2528.925,51.95,18.53,9.18,-0.329791892,1.32848,1.027498,17.351247,28.947206,0.095396,8.481331,37.98
-79.994756,32.801956,17.39999962,2719.716,53.99,20.45,18.91,-0.180276731,1.757935,1.854992,19.944857,39.084467,0.206781,6.48473,40.19
-79.979821,32.816908,17.29999924,934.7636,49.19,29.34,3.81,-0.75159385,1.077111,0.691454,16.430183,22.915948,0,7.590583,7.85
-80.039195,32.835277,19.70000076,2003.255,52.92,16.51,10.44,-0.337142119,1.382289,0.551195,17.767805,19.888437,0.072927,6.134712,49.91
-80.020483,32.817484,18.10000038,3533.306,52.66,13.46,11.42,-0.423670915,1.528478,1.196799,24.626778,24.870653,0.200332,8.293569,63.84
-80.043369,32.820022,18.79999924,3571.634,50.5,19.27,11.07,-0.318320519,1.085776,0.811607,14.72553,18.298441,0.22978,5.770258,46.4
-80.046192,32.802106,19.5,2925.825,51.35,14.01,9.63,-0.239017477,1.409702,0.504636,15.073884,17.306184,0.11356,5.739506,44.48
-80.028773,32.797703,19.10000038,1666.372,69.76,15.49,7.78,0.512438723,1.064404,1.870102,24.335237,22.863384,0.251544,6.681437,69.88
-80.008719,32.792705,18.10000038,4670.389,54.05,15.04,8.6,0.230595609,1.539284,0.726093,21.060976,22.941097,0,5.952512,61.93
-80.035659,32.781621,18.79999924,2063.68,49.61,16.33,13.01,-0.758272443,1.284024,0.717191,20.938585,27.123202,0.085671,7.044756,30.77
-80.004494,32.776398,18,1474.271,54.03,21.41,8.96,-0.662099849,1.28678,1.237034,15.722778,29.112609,0.327651,9.861665,18.09
-79.983974,32.789468,18.79999924,2823.247,53.23,16.78,10.04,-0.620090618,1.313457,0.885675,26.679435,22.709744,0.047894,9.452186,31.16
-79.972472,32.776663,18.5,1848.093,48.26,16.6,1.47,-0.898187102,1.448978,1.401696,29.814818,32.760349,0.20249,12.235268,26.24
-80.039188,32.929022,21.5,2567.228,44.87,6.64,41.03,1.181235102,1.495638,1.322489,11.827241,21.310851,0.270029,4.899687,62.94
-80.029182,32.910032,20.39999962,2297.776,57.16,8.65,32.28,0.505174951,0.937873,0.992963,11.574871,13.960946,0.050804,3.638122,66.11
-80.140124,33.002303,20.20000076,1880.241,52.69,14.36,17.54,0.589245737,1.311414,0.589055,12.940233,14.434113,0.195308,4.485375,32.89
-80.097308,32.962656,18.20000076,670.6929,51.95,13.85,14.74,0.370300241,1.811775,1.753251,19.579733,20.245032,0.302018,7.510246,51.42
-80.072366,32.916015,18.20000076,1493.487,52.88,8.51,16.98,-0.088781506,3.283839,0.620008,20.692388,15.116497,0.228046,5.506239,57.8
-80.083434,32.891981,20.10000038,2010.419,53.63,20.36,12.01,-0.112380194,2.08947,0.69711,15.762947,13.277303,0.200057,5.415575,51.59
-80.057961,32.866857,19.70000076,3766.492,55.93,14.99,14.95,0.56998422,1.510057,0.584789,13.388661,12.891614,0.152854,5.306881,49.36
-80.03172,32.872536,17.29999924,762.9749,56.31,13.38,22.42,0.446603753,2.094251,1.203962,24.702083,22.461789,0.259677,6.297065,63.01
-80.069274,32.953472,19,1497.947,52.01,10.82,23.73,0.166292656,1.58481,1.041909,12.438315,17.955962,0.619707,6.992929,56.4
-80.050937,32.952566,19.60000038,4068.625,52.57,10.65,15.55,-0.61202515,2.146667,1.346101,12.977166,17.08934,0.320037,7.612606,43.83
-80.06119,32.979901,22,1960.502,55.39,11.53,16.6,0.272843295,1.91309,1.13783,12.276223,14.712721,0.219634,5.643088,65.72
-80.049674,32.899353,20.29999924,335.5225,40.99,0,1.11,-0.568812693,0.731435,0.413883,9.04146,31.56312,0.274993,4.365203,100
-80.007304,32.884565,18.89999962,2362.385,50.58,8.71,32.22,0.811753709,0.912753,1.205268,14.288091,13.511612,0.063676,3.144959,65.54
-79.976462,32.896451,20,1667.253,49.35,6.64,31.5,0.932331226,1.147585,1.071365,13.785018,18.044311,0.054716,5.703943,75.25
-79.990734,32.888516,17.79999924,3030.161,49.87,15.53,11.68,-0.930360147,1.209611,0.596858,11.817863,19.753821,0.039337,8.830483,25.73
-79.984542,32.877215,17.10000038,4029.268,47.93,8.15,8.76,-0.536657371,1.121368,0.535255,16.449327,15.857233,0.228277,9.690349,45.29
-79.984868,32.866187,18.60000038,3459.612,59.76,13.53,13,0.732856243,1.226874,0.882079,21.006716,15.044349,0,4.392115,72.37
-79.99989,32.85838,18.20000076,3988.408,55.48,15.08,26.29,1.472514363,0.846797,0.844563,16.576536,11.980356,0.180793,3.788989,57.65
-80.015812,32.84431,18,1646.646,25.17,7.45,11.24,0.405908865,0.951987,0.421603,10.517263,9.723651,0.141372,3.906392,40.15
-79.987148,32.846883,18.20000076,4549.388,53.46,15.02,17.2,0.93962691,1.358963,0.613692,21.306785,22.541745,0.084823,4.427318,73.74
-79.965637,32.849257,18.10000038,3789.167,52.95,17.23,25.83,1.354441857,0.757832,0.328945,12.607378,10.438727,0.114907,3.400924,72.44
-79.965663,32.831178,17.29999924,1212.568,55.93,20.56,17.36,1.047414013,1.735019,2.278547,26.048925,17.691219,0.157509,6.845017,61.59
-79.883091,32.816595,17.70000076,2483.59,56.04,21.79,5.39,-0.646237518,1.160862,2.21595,22.276418,44.042588,0.271752,13.65256,25
-79.890452,32.79767,19.20000076,2096.58,50.12,19.73,13.34,-0.562064917,1.108883,1.517565,27.011952,25.084894,0.13601,16.776034,48.98
-79.790102,32.895964,18.39999962,1264.475,49.49,14.52,3.08,-0.797477592,2.353378,3.833096,29.523796,58.576379,0.376483,21.27774,8.7
-79.750003,32.85216,17.79999924,928.2672,54.11,17.82,4.4,-0.89945358,1.786705,1.415387,25.78508,27.3533,0.311974,14.20388,17.16
-79.785687,32.823249,18.29999924,615.3173,54.33,16.58,7.94,-0.687254523,2.687969,1.610224,22.858042,31.652025,0.470037,16.175129,15.21
-79.826402,32.801195,18.20000076,1133.912,47.67,19.95,6.09,-0.825734646,1.88679,1.474367,18.822621,27.812733,0.17529,15.778069,26.72
-79.838219,32.835835,18.79999924,3051.129,57.73,16.95,3.83,-0.764909309,3.793784,1.7911,24.097784,99.753678,0.415798,13.5197,37.59
-79.876922,32.832683,17.89999962,1055.231,50.68,11,1.67,-1.13048784,5.31903,1.084218,15.556963,27.032413,0.316893,14.802208,6.15
-79.860075,32.856462,17.79999924,1153.721,50.82,11.1,1.67,-0.823654073,5.877104,2.271419,23.008385,37.317255,0.336496,15.366126,21.74
-79.861308,32.781716,18.29999924,2826.282,47.09,13.59,4.44,-0.753832222,0.975251,0.8257,15.399254,23.393403,0.082496,13.673482,23.59
-79.86402,32.799896,18.79999924,2985.015,46.58,19.11,12.24,-0.770468764,0.600406,1.210843,21.878087,22.133901,0.170212,13.42389,47.62
-79.835472,32.768571,17.60000038,856.0607,50.34,19.15,1.95,-0.603885114,1.221225,2.714023,12.443362,32.999347,0.143636,17.862653,18.9
-79.786479,32.788237,17.39999962,1525.76,48.65,25.08,6.05,-0.875106214,4.63701,2.047703,17.825263,41.696966,0.24267,17.123876,22.75
-79.742754,32.810696,17.10000038,778.6759,53.86,33.5,2.07,-0.830110246,5.246084,3.181938,14.65187,34.288321,0.543322,15.530115,6.62
-79.545229,33.048966,17,18.50448,52.36,18.42,8.78,-0.005901763,1.372294,1.120033,18.400586,15.526126,0.12387,6.164168,9.22
-79.925136,32.786858,18,2819.436,49.04,27.85,7.66,-0.372194465,3.781764,1.029469,26.455302,47.839979,0.305627,24.350991,56.52
-79.962561,32.798006,17.5,6705.919,31.18,6.6,5.43,-0.655646091,1.715225,1.078422,11.722758,20.388158,0.19997,9.171577,41.32
-79.944314,32.800157,17.79999924,6483.948,47.81,11.3,16.05,1.246878659,2.030203,0.812285,33.356321,59.891634,0.116189,14.107411,68.65
-79.938172,32.820081,19.10000038,909.6948,50.92,7.89,21.23,2.536882386,2.363944,0.229571,20.978854,25.731125,0.123204,9.236336,71.34
-79.954763,32.853453,17.70000076,618.6568,46.29,7.14,26.45,1.004012867,1.967303,1.254041,24.786282,24.642125,0.744518,9.548888,86.89
-80.083271,32.802047,18.29999924,1165.457,53.83,12.88,6.9,-0.682294349,2.032897,1.40714,34.910951,52.91889,0.208087,9.174748,30.84
-80.104102,32.865228,18.60000038,612.5789,50.9,22.71,6.07,-0.757397319,1.997994,1.178351,22.986237,29.900279,0.2499,7.274273,14.75
-80.180783,32.817933,18.70000076,192.0964,54.79,13.21,15,-0.690436422,2.165765,1.466316,29.710285,33.097679,0.220686,7.630747,28.8
-81.784096,35.104707,23.5,130.1872,44.02,17.99,6.9,-0.414078838,1.474237,1.085832,18.528824,9.804706,0.21736,3.418171,17.13
-81.703114,35.078974,22.70000076,250.0513,49.34,14.76,13.24,0.107639234,2.23601,1.254298,18.825189,27.541412,0.581013,5.208005,43.68
-81.671892,35.141649,21.60000038,190.2568,52.54,15.53,9.49,-0.462029236,1.667933,0.947626,18.939045,12.628994,0.628468,4.895953,12.13
-81.672536,35.084867,19.5,1163.996,56.33,15.97,12.47,0.127184926,0.873678,0.866263,12.855582,8.805449,0.312152,2.312141,49.62
-81.608469,35.094808,23.70000076,544.5164,57.07,18.49,11.99,0.838006655,0.840358,0.441143,15.224245,7.444821,0.236228,1.65259,52.67
-81.538799,35.143855,25.20000076,122.7212,51.04,15.79,15.27,0.354414769,0.60369,0.893185,11.114063,7.426821,0.697198,2.401663,30.26
-81.465873,35.098049,25.10000038,112.6545,54.35,16.24,10.27,0.256973346,0.584153,0.773556,11.926829,7.733389,0.333114,1.780718,26.8
-81.620498,35.028777,24.29999924,267.3,54.04,19.77,9.38,0.530701901,1.116787,0.70382,21.794484,7.698719,0.2441,2.182986,13.34
-81.621261,35.063173,22.5,1037.28,53.07,14.46,14.76,1.350829163,0.844211,0.9511,8.105402,7.681623,0.105539,1.21626,46.43
-81.55636,35.049176,25.29999924,94.73677,47.77,13.55,11.8,0.294438892,0.754967,0.939767,20.745175,5.671871,0.365298,0.756911,15.77
-81.669599,35.012807,22.29999924,197.5982,47.37,19.9,8.18,-0.097953817,2.604841,2.114689,27.595019,26.663765,0.266324,4.32093,20.47
-81.554462,34.974937,24.29999924,50.63794,56.52,12.72,8.34,-0.155380974,1.640143,1.546239,16.366779,6.981149,0.57767,2.307462,19.88
-81.639762,34.931683,25.79999924,52.81931,51.83,14.37,8.44,0.369016417,1.40146,1.245179,18.952725,7.307876,0.315216,2.713785,15.5
-81.197632,34.707316,20.79999924,1269.346,50.77,22.34,7.6,0.559086928,3.382894,0.751579,11.338311,7.268649,0.191581,1.581786,36.58
-81.219607,34.700326,21.89999962,1509.913,56.26,13.12,12.39,0.835820274,3.209404,0.62572,9.346957,9.637724,0.140087,1.889458,43.77
-81.216259,34.720678,18.60000038,972.0165,50.96,15.53,12.96,0.926512074,2.157311,0.247024,6.657075,13.010702,0.054047,0.783004,44.64
-81.20899,34.786428,21.70000076,53.63039,49.12,20.59,6.56,-0.225823117,3.059045,0.274467,10.636998,9.752585,0.24401,3.689861,16.28
-81.364344,34.732968,21.60000038,21.68994,51.74,25.26,4.66,0.299086158,3.369118,0.576286,14.422988,9.797299,0.385727,2.391808,17.44
-81.247244,34.614379,19.70000076,17.87961,47.72,23.22,9.17,-0.208856484,3.27931,0.30015,20.882545,12.0608,0.626481,4.282512,9.35
-81.114715,34.709402,21,64.03841,52.27,16.76,10.6,0.702895256,5.040462,0.792222,12.046875,12.124443,0.386355,4.001281,19.54
-81.027499,34.735096,21.5,48.30057,51.25,16,12.42,-0.015892482,1.961294,0.711225,12.425368,16.50839,0.595633,6.897233,13.57
-80.935506,34.751305,22.20000076,78.7888,49.91,14.91,12.19,0.000705971,1.507113,1.075538,7.608483,14.752265,0.264508,3.514456,15.59
-80.989811,34.608981,22.5,26.21837,48.33,24.37,9.84,0.505742597,3.840509,0.210385,11.808276,8.271316,0.185629,1.875311,8.71
-80.903426,34.574612,21.39999962,311.1952,56.5,16.22,16.26,0.230304556,5.599151,0.400834,8.984998,10.322107,0.20685,1.684281,29.72
-80.462844,34.766752,21.5,92.12846,51.44,14.97,17.5,0.276112073,0.528423,0.266673,8.364609,11.978433,0.443808,1.567072,40.18
-80.352711,34.775643,22,130.7202,43.38,11.4,11.79,1.014426208,0.559114,0.273086,7.987571,9.044065,0.66299,1.647771,47.23
-80.335986,34.64442,22.20000076,49.46967,51.15,16.22,8.55,0.734591899,0.640226,0.097519,7.130533,7.399812,0.447237,1.06165,25.61
-80.100453,34.724269,20.60000038,69.08051,52.89,19.14,9.69,-0.204304239,0.377006,0.187197,10.488946,7.214347,0.374462,6.653685,20.59
-79.928408,34.706784,19.39999962,325.1449,56.58,23.37,4.88,0.63435336,0.457201,0.36042,10.732594,13.497373,0.09801,4.622596,31.33
-79.896039,34.596062,19.70000076,49.29413,51.1,18.52,10.21,1.09270739,0.696398,0.231899,12.051136,11.443697,0.17587,3.8353,39.1
-80.073729,34.562895,22.10000038,34.36522,46.26,18.53,16.18,0.469072393,0.61619,0.512902,15.089526,7.991778,0.150369,3.655013,26.07
-79.974984,33.874233,22.39999962,72.60552,51.46,19.16,12.83,0.052514525,1.692104,0.590091,26.234599,9.362153,0.152798,2.423669,24.67
-80.041401,33.802323,17.29999924,25.77677,49.78,17.32,18.09,0.518653071,0.879923,0.535313,32.00602,14.427616,0.196569,2.884275,12.96
-80.157737,33.76975,20.29999924,23.334,56.19,24.28,18.12,0.502923817,1.446331,0.288665,17.893795,10.609234,0.043882,2.266828,15.88
-80.37777,33.72324,19,46.57646,47.08,22.68,7.76,0.251448445,0.986702,0.190284,16.205735,6.57712,0.02773,1.341447,22.19
-80.271049,33.706653,19.89999962,126.329,53.91,13.59,12.17,1.614731997,0.813559,0.141671,13.610903,6.805344,0.13575,0.645969,45.2
-80.097222,33.635376,20.10000038,29.97823,54.57,20.06,13.36,0.993589878,1.438221,0.146608,13.69668,7.028698,0.108599,1.409282,20.06
-80.228129,33.642227,19.10000038,149.815,50.06,23.62,5.73,0.067982301,1.427006,0.433169,21.287221,18.581826,0.389177,2.258373,20.79
-80.21862,33.524622,19.29999924,208.3923,51.43,42.65,4.55,-0.150272244,1.069085,0.181963,20.014008,6.753129,0.092297,1.769278,9.33
-80.419503,33.615981,18.60000038,43.84283,54.58,25.35,13.83,1.37593758,1.259131,0.199388,7.385523,5.552398,0.081004,1.920674,28.31
-80.329294,33.51496,19.20000076,53.1619,56.03,26.45,9.89,0.33620945,1.155239,0.19039,13.09569,7.192421,0.238139,1.923997,11.34
-80.810295,33.099757,21,19.78247,55.64,23.9,18.2,0.371941713,2.37731,0.276271,15.736226,5.885892,0.154838,3.447291,19.1
-80.95028,32.975156,21.79999924,10.34212,50.5,24.06,7.48,-0.054224233,4.170647,0.13312,19.625042,8.136949,0.226735,6.319741,17.34
-80.760889,32.800853,21.79999924,32.07445,52.62,12.8,18.4,0.940535836,3.698609,0.203104,16.548318,8.742806,0.166999,3.207334,25.68
-80.72275,33.01075,21.89999962,25.92606,49.22,21.88,9.03,-0.193686861,4.064613,0.269412,22.118083,11.0504,0.251198,5.948006,27.64
-80.654525,32.963622,21.79999924,221.615,50.88,21.42,8.72,-0.248304829,4.266089,0.250347,25.994792,10.507862,0.16143,6.313481,33.26
-80.671815,32.905363,19.89999962,837.4051,59.96,22.81,8.49,0.109785393,2.772549,0.28379,17.590297,17.924819,0.178448,4.842614,41.75
-80.602151,32.867178,21.60000038,81.38503,46.54,20.54,12.68,0.534058996,2.315182,0.274315,15.544057,7.223042,0.051801,3.082787,29.39
-80.481885,32.939978,23.39999962,45.80852,54.29,14,9.08,-0.179328725,2.110032,0.834085,15.423203,11.184099,0.118052,4.02319,9.51
-80.506819,32.648716,18.20000076,7.274974,53.75,38.52,7.5,-0.354724156,2.92758,0.798716,24.22403,24.02596,0.220322,5.758003,8.23
-79.840513,34.441523,20.60000038,24.21532,49.39,19.73,10.6,0.872238259,0.911569,0.356012,16.194722,6.964361,0.09908,1.328655,38.05
-80.068396,34.432136,22.5,108.3615,52.61,16.02,5.94,0.285680505,1.891933,0.355239,20.577633,17.938425,0.264959,4.240652,20.68
-80.072663,34.407766,20.39999962,346.8219,48.62,19.01,3.11,-0.286818006,1.697755,0.219952,20.249215,20.972113,0.186107,4.246185,21.72
-80.177963,34.350413,20.10000038,137.4727,46.29,20.87,9.03,-0.326753548,2.24004,0.321211,26.218312,20.507754,0.44558,5.925592,11.52
-80.087206,34.369442,19.70000076,1663.3,50.85,19.54,8.62,0.272229563,1.672276,0.241661,16.510496,48.287207,0.241446,7.81232,37.79
-80.018967,34.373168,22.5,344.0518,56.17,12.22,14,1.343125855,1.54508,0.245435,10.30146,10.535711,0.101813,2.077009,48.51
-80.075633,34.354217,18.39999962,1124.908,58.28,13.64,17.82,1.040052293,1.617014,0.150797,10.572986,9.599949,0.079545,0.920298,49.93
-80.041762,34.305104,21.20000076,58.04494,60.08,16.28,13.69,0.483797344,1.343646,0.27742,20.423325,14.951401,0.36945,2.596279,45.76
-79.925405,34.302642,21.20000076,117.7849,49.78,13.59,5.36,0.351320465,2.555052,0.716707,17.534746,8.373352,0.156177,2.479183,21.75
-79.876643,34.339583,20.79999924,378.9824,51.94,22.49,10.67,0.374059332,1.31838,0.16657,13.751436,7.508107,0.228787,1.433869,17.5
-79.87026,34.303348,20.60000038,1673.455,53.06,20.52,13.76,0.466274067,2.758978,0.905122,22.194225,32.118037,0.111253,4.029159,52.5
-79.901466,34.298649,22.10000038,569.1175,51.54,19.8,21.26,0.869823286,2.241871,0.33485,15.65586,5.873245,0.275461,1.322472,52.43
-79.768224,34.323048,21.70000076,70.98797,57.11,17.54,8.83,0.250194891,1.333022,0.621806,14.313384,10.011754,0.060142,2.655152,29.54
-79.851938,34.278514,18.70000076,438.7307,54.4,26.3,10.84,0.711209077,1.114719,0.513312,12.591348,5.642736,0.210859,1.680569,37.79
-80.008595,34.218235,20.5,71.23237,54.38,17.84,7.9,0.24254683,1.548358,0.753566,24.284297,9.318705,0.239153,3.199361,13.88
-80.073464,34.153568,21.29999924,67.94567,55.8,25.38,15.17,0.912590874,2.291155,0.411404,21.44498,9.984328,0.115684,2.428046,22.28
-79.419344,34.525622,22,51.87465,50.68,14.21,16.17,1.157269511,1.180595,0.659241,5.756681,10.354848,0.315761,1.106122,36.88
-79.305857,34.42381,22.79999924,113.8516,51.38,11.9,20.96,0.76453488,0.760569,0.467941,5.775487,12.453901,0.046261,1.559108,41.31
-79.447897,34.450768,20.5,132.2929,51.99,19.57,6.81,0.404716169,0.958922,0.765727,9.354271,19.086271,0.134584,2.599282,42.63
-79.386318,34.394392,21.89999962,339.9239,52.51,12.74,17.85,1.455474394,0.50785,0.312952,4.31653,15.78561,0.049013,1.415277,63.73
-79.208391,34.327912,21.5,39.95032,56.78,27.78,14.91,0.194969528,2.112306,0.618119,11.447541,8.208719,0.026704,1.283107,29.52
-79.484637,34.341539,22.10000038,54.95107,53.2,13.02,11.92,0.365045056,1.556855,0.371432,10.59735,10.523166,0.189886,1.6078,27.18
-80.641832,33.145795,21.39999962,27.99679,53.05,24.65,6.91,0.457421361,1.119976,0.259327,11.126393,7.881927,0.176283,2.174921,25.74
-80.564501,33.18609,20.10000038,82.78738,53.72,19.62,8.46,0.176123418,1.143748,0.544693,11.19623,9.233785,0.124192,3.028881,30.48
-80.445983,33.188714,21.60000038,39.90255,58.45,18.14,16.11,0.293823234,1.911289,0.486555,11.723007,8.732671,0.229502,3.601908,24.43
-80.34364,33.028741,19.39999962,84.72926,42.5,15.03,10.12,0.183022554,1.440681,0.291558,8.320046,11.590919,0.147106,4.185915,17.29
-80.264716,33.053301,21.39999962,484.318,52.7,9.82,4.73,-0.267273751,3.851976,1.888558,13.774695,22.618849,0.278481,7.921858,8.75
-80.270754,32.999151,21.60000038,564.1335,53.6,14.44,7.98,-0.505391648,2.77999,1.345541,13.98971,22.171963,0.234079,10.632858,15.34
-80.232628,32.981488,21.39999962,1368.613,50.4,11.8,10.98,-0.038016344,1.281468,0.973848,11.787698,17.70124,0.129508,7.035907,26.23
-80.204047,32.988363,21.10000038,2149.719,50.56,13.92,4.66,-0.610194565,1.456755,1.282933,11.910427,17.98707,0.223853,9.285361,22.65
-80.218369,33.045462,22.20000076,1127.006,52.52,14.82,6.4,-0.40263595,3.683584,0.987096,15.65178,21.563197,0.323098,9.894428,20.06
-80.21343,33.023845,22.20000076,1418.41,51.83,14.14,12.05,-0.058567273,2.126588,1.256548,17.06723,20.568364,0.247986,10.327221,23.41
-80.218158,33.007072,23.10000038,3392.291,53.03,14.04,9.95,0.260411572,1.742055,0.785136,12.257102,18.03225,0.251081,8.381729,27.59
-80.188616,33.010645,19.29999924,1735.951,50.72,20.08,5.54,-0.66952892,1.539426,1.321459,7.138613,19.103151,0.150236,11.172892,15.59
-80.173379,33.026484,20.60000038,2305.328,50.95,15.52,7.89,0.390097102,1.84414,0.844679,13.337312,75.950561,0.10477,7.646949,56.36
-80.261845,32.897124,20.70000076,66.63893,52.29,12.94,2.89,-0.064155631,1.713373,1.172067,12.560022,23.671005,0.427937,10.269825,12.54
-80.185964,32.961168,21,2571.134,50.68,17.45,10.02,-0.228288508,2.103491,0.653266,8.809527,20.613915,0.283984,7.716392,19.09
-80.178858,32.974516,21.5,3372.071,54.06,16.09,8.6,-0.433645248,1.24587,0.744357,13.851826,71.801599,0.329809,8.607645,36.18
-80.168592,32.998688,21.39999962,3408.345,47.95,15.64,9.79,-0.224222911,1.161136,0.686261,12.84292,16.334359,0.162934,7.647434,14.96
-80.162855,32.97778,22.10000038,3189.099,52.23,15.78,13.39,-0.058812739,1.439848,1.019511,9.885748,15.023346,0.177391,6.893057,49.57
-80.135134,32.983542,21,3375.385,48.69,12.2,8.56,-0.34807523,1.741612,1.077399,15.025054,26.922384,0.111062,7.47658,9.55
-80.146245,32.964784,22.29999924,4955.559,47.14,11.28,7.91,-0.202606549,1.472393,0.443267,12.612792,12.167715,0.192401,6.300084,50.69
-80.13491,32.951884,21.39999962,3072.997,52.11,5.49,7.95,-0.551253752,2.610402,1.197609,15.573884,21.446563,0.259096,9.311337,42.26
-80.116109,32.937175,20,1942.244,54.1,14.96,10.02,-0.493834209,4.568013,1.732151,22.908851,34.083893,0.523808,13.280604,23.9
-80.09791,32.923774,21.60000038,2380.181,47.74,7.89,23.5,0.46817914,3.996699,1.293568,19.072987,21.788268,0.189617,5.390425,45.41
-80.137778,32.923194,20.10000038,1963.847,50.68,10.55,7.93,-0.471333093,3.345054,0.629965,12.884553,16.986567,0.238717,9.120378,28.31
-80.109073,32.903422,19.60000038,2552.531,49.55,12.92,6.66,-0.642419444,2.484373,1.511578,21.362102,20.975509,0.299843,8.018625,25.52
-82.083518,33.797232,21.70000076,12.46671,46.1,21.11,8.2,-0.257775221,1.69496,0.304527,38.405251,14.017464,0.066613,5.628858,8.59
-81.94044,33.849275,18,50.13264,38.98,20.24,8.01,0.358547013,0.485984,0.12659,21.192068,7.183001,0.081323,1.33701,23.77
-81.773204,33.796304,20.60000038,73.97511,51.05,15.28,12.29,0.577607054,0.748603,0.21787,25.582045,7.187359,0.198948,1.367958,37.93
-81.866594,33.702906,20,66.88813,38.88,15.43,10.55,0.425779112,1.674197,0.765258,38.633946,11.396872,0.057303,2.567031,31.33
-81.944838,33.652713,21.5,165.7212,54.36,20.77,6.46,0.288444138,0.951174,0.983293,61.968923,19.22541,0.375236,4.427873,20.14
-82.022761,33.622544,22.29999924,85.72886,52.1,17.57,8.29,-0.117127831,1.315452,0.375633,63.505693,20.802301,0.099129,4.490537,20.16
-81.107736,34.480803,19.39999962,16.08611,53.76,19.55,9.51,0.06955608,2.329591,0.172901,5.679117,6.952873,0.100703,1.481515,16.35
-80.920232,34.345974,19.60000038,36.14019,49.42,25.14,8.5,0.146803822,3.584902,0.583133,7.298847,8.688753,0.152809,2.465473,19.5
-81.049449,34.364631,21.10000038,244.386,53.71,19.04,14.25,0.673956588,1.766188,0.215129,4.600867,7.355374,0.209238,1.283782,44.93
-81.175131,34.287112,19,34.57054,49.31,19.19,9.42,0.425435634,1.991356,0.882898,9.839997,11.909547,0.505425,2.149028,10.39
-79.826896,34.225191,18.39999962,395.4358,49.63,11.03,4.82,-0.473744236,2.22473,1.684438,23.947023,13.846264,0.269494,7.762938,6.05
-79.876815,34.189489,19.39999962,1317.478,50.23,12.9,2.44,-0.371012476,1.121326,1.090897,29.273393,16.631933,0.210001,7.558684,20.35
-79.824402,34.199239,18.10000038,453.3073,54.93,23.97,4.37,-0.259467401,1.713267,1.648038,29.953889,23.357156,0.691474,8.329849,22.45
-79.831296,34.16788,19.79999924,2112.684,51.69,17.8,7.75,-0.390972329,1.486803,1.277244,23.125371,13.010627,0.475313,6.829787,42.49
-79.738764,34.229728,17.60000038,330.7715,56.17,18.93,8.66,0.532522612,1.610544,0.454204,13.347075,11.826614,0.463941,2.38016,35.22
-79.642661,34.246932,19.5,78.02828,50.62,14.96,6.45,-0.050470875,1.513736,0.350183,21.315417,16.234559,0.316108,6.27086,37.55
-79.657201,34.172783,21.79999924,244.5504,53.81,10.36,13.33,0.297593088,1.613516,0.59119,18.19449,10.678595,0.121518,2.56996,44.05
-79.752884,34.154668,19.70000076,1401.375,52.95,17.58,9.6,-0.325953737,3.677301,1.178808,33.668719,12.724421,0.239844,4.16934,28.27
-79.752693,34.187568,19.70000076,1027.572,54.88,10.62,19.39,1.845598193,1.091059,0.749581,26.30395,12.726891,0.177822,3.960395,64.59
-79.74722,34.207751,17.79999924,1647.824,56.12,21.45,12.2,1.00361658,1.007601,0.836855,9.204729,11.120512,0.025876,2.175213,60.48
-79.78598,34.207759,19.39999962,1847.383,55.85,15.19,13.62,2.163455202,1.201994,0.144686,9.332177,10.486759,0.05596,0.670955,73.39
